OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,NoCheckUp_Census_Tract_Estimate,NoCheckUp_Estimate_Confidence_Interval,NoCheckUp_Map_Symbol_withinHSR,NoCheckUp_County_Regional_Estimate,NoCheckUp_Map_Symbol_State,NoCheckUp_State_Estimate
1054,8041003306,"Census Tract 33.06, El Paso County, Colorado",El Paso,2530,4,35,95% C.I.: 34.6 - 35.5,Second Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1055,8041005104,"Census Tract 51.04, El Paso County, Colorado",El Paso,6364,4,35.7,95% C.I.: 35.2 - 36.2,Middle Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1056,8041005502,"Census Tract 55.02, El Paso County, Colorado",El Paso,3448,4,38.6,95% C.I.: 38 - 39.1,Highest Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1057,8041004702,"Census Tract 47.02, El Paso County, Colorado",El Paso,1741,4,37.6,95% C.I.: 37.1 - 38.1,Highest Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1058,8041000101,"Census Tract 1.01, El Paso County, Colorado",El Paso,5203,4,34.5,95% C.I.: 33.9 - 35.1,Second Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1059,8041008000,"Census Tract 80, El Paso County, Colorado",El Paso,3423,4,37.7,95% C.I.: 37.2 - 38.2,Highest Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1060,8041003709,"Census Tract 37.09, El Paso County, Colorado",El Paso,5297,4,35.7,95% C.I.: 35.2 - 36.2,Middle Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1061,8041007400,"Census Tract 74, El Paso County, Colorado",El Paso,6755,4,32.8,95% C.I.: 32.4 - 33.2,Lowest Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1062,8041003707,"Census Tract 37.07, El Paso County, Colorado",El Paso,3013,4,34.6,95% C.I.: 34.2 - 35.1,Second Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1063,8041003708,"Census Tract 37.08, El Paso County, Colorado",El Paso,2151,4,32.5,95% C.I.: 32 - 33.1,Lowest Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1064,8041006502,"Census Tract 65.02, El Paso County, Colorado",El Paso,4840,4,38.8,95% C.I.: 38.1 - 39.6,Highest Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Fourth Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1065,8041006600,"Census Tract 66, El Paso County, Colorado",El Paso,2070,4,32,95% C.I.: 31.6 - 32.4,Lowest Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1066,8041006501,"Census Tract 65.01, El Paso County, Colorado",El Paso,2618,4,37.2,95% C.I.: 36.4 - 38,Fourth Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1067,8041006400,"Census Tract 64, El Paso County, Colorado",El Paso,5247,4,36.9,95% C.I.: 36.2 - 37.6,Fourth Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1068,8041005601,"Census Tract 56.01, El Paso County, Colorado",El Paso,3913,4,35,95% C.I.: 34.5 - 35.5,Second Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1069,8041005400,"Census Tract 54, El Paso County, Colorado",El Paso,3932,4,36.3,95% C.I.: 35.5 - 37.1,Fourth Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1070,8041005300,"Census Tract 53, El Paso County, Colorado",El Paso,3411,4,37.7,95% C.I.: 36.9 - 38.5,Highest Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1071,8041005201,"Census Tract 52.01, El Paso County, Colorado",El Paso,3536,4,37.8,95% C.I.: 37 - 38.6,Highest Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1072,8041004800,"Census Tract 48, El Paso County, Colorado",El Paso,3630,4,35.6,95% C.I.: 35.1 - 36.2,Middle Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1073,8041002700,"Census Tract 27, El Paso County, Colorado",El Paso,2663,4,34.7,95% C.I.: 34.1 - 35.4,Second Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1074,8041002501,"Census Tract 25.01, El Paso County, Colorado",El Paso,2759,4,31.7,95% C.I.: 31.3 - 32.1,Lowest Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1075,8041002502,"Census Tract 25.02, El Paso County, Colorado",El Paso,3524,4,35.5,95% C.I.: 34.9 - 36,Middle Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1076,8041002400,"Census Tract 24, El Paso County, Colorado",El Paso,4533,4,33.2,95% C.I.: 32.7 - 33.7,Lowest Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1077,8041002200,"Census Tract 22, El Paso County, Colorado",El Paso,2247,4,35.2,95% C.I.: 34.6 - 35.8,Second Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1078,8041002102,"Census Tract 21.02, El Paso County, Colorado",El Paso,3446,4,36.4,95% C.I.: 35.7 - 37.1,Fourth Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1079,8041003100,"Census Tract 31, El Paso County, Colorado",El Paso,3555,4,28.6,95% C.I.: 28.2 - 29,Lowest Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1080,8041002101,"Census Tract 21.01, El Paso County, Colorado",El Paso,3178,4,35.7,95% C.I.: 35.1 - 36.4,Middle Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1081,8041001400,"Census Tract 14, El Paso County, Colorado",El Paso,2921,4,35.6,95% C.I.: 35.2 - 36,Middle Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1082,8041001302,"Census Tract 13.02, El Paso County, Colorado",El Paso,4414,4,35.7,95% C.I.: 35.2 - 36.2,Middle Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1083,8041001104,"Census Tract 11.04, El Paso County, Colorado",El Paso,2606,4,36.5,95% C.I.: 36 - 37.1,Fourth Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1084,8041000800,"Census Tract 8, El Paso County, Colorado",El Paso,2404,4,34.4,95% C.I.: 33.9 - 34.9,Second Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1085,8041000700,"Census Tract 7, El Paso County, Colorado",El Paso,2585,4,32.9,95% C.I.: 32.3 - 33.5,Lowest Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1086,8041000600,"Census Tract 6, El Paso County, Colorado",El Paso,2544,4,34.6,95% C.I.: 34.1 - 35.1,Second Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1087,8041000500,"Census Tract 5, El Paso County, Colorado",El Paso,1937,4,35.2,95% C.I.: 34.7 - 35.7,Second Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1088,8041000400,"Census Tract 4, El Paso County, Colorado",El Paso,1831,4,30.8,95% C.I.: 30.3 - 31.2,Lowest Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1089,8041007800,"Census Tract 78, El Paso County, Colorado",El Paso,4374,4,37.4,95% C.I.: 36.9 - 37.9,Fourth Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1090,8041000302,"Census Tract 3.02, El Paso County, Colorado",El Paso,4248,4,37.4,95% C.I.: 36.8 - 38,Fourth Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1091,8041007700,"Census Tract 77, El Paso County, Colorado",El Paso,4871,4,35.1,95% C.I.: 34.5 - 35.6,Second Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1092,8005083500,"Census Tract 835, Arapahoe County, Colorado",Arapahoe,4471,15,35.9,95% C.I.: 35.3 - 36.6,Middle Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1093,8005082800,"Census Tract 828, Arapahoe County, Colorado",Arapahoe,3859,15,35.3,95% C.I.: 34.7 - 36,Middle Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1094,8005082400,"Census Tract 824, Arapahoe County, Colorado",Arapahoe,3299,15,35.8,95% C.I.: 35.1 - 36.5,Middle Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1095,8005005630,"Census Tract 56.30, Arapahoe County, Colorado",Arapahoe,4485,15,35.1,95% C.I.: 34.7 - 35.6,Middle Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1096,8005005631,"Census Tract 56.31, Arapahoe County, Colorado",Arapahoe,2739,15,33.5,95% C.I.: 33 - 34,Lowest Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1097,8005005628,"Census Tract 56.28, Arapahoe County, Colorado",Arapahoe,4653,15,34.9,95% C.I.: 34.5 - 35.3,Second Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1098,8005005632,"Census Tract 56.32, Arapahoe County, Colorado",Arapahoe,2524,15,34.2,95% C.I.: 33.7 - 34.7,Second Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1099,8005005629,"Census Tract 56.29, Arapahoe County, Colorado",Arapahoe,1923,15,33.6,95% C.I.: 33.2 - 34,Lowest Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1100,8005084400,"Census Tract 844, Arapahoe County, Colorado",Arapahoe,2294,15,37.2,95% C.I.: 36.6 - 37.8,Highest Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1101,8055960900,"Census Tract 9609, Huerfano County, Colorado",Huerfano,2882,6,32.3,95% C.I.: 29.4 - 36,Lowest Quintile,County/Regional Estimate 29.3% (95% C.I.: 19.5 - 39.1),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1102,8055960600,"Census Tract 9606, Huerfano County, Colorado",Huerfano,2580,6,26.4,95% C.I.: 23.1 - 30.5,Lowest Quintile,County/Regional Estimate 29.3% (95% C.I.: 19.5 - 39.1),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1103,8005005624,"Census Tract 56.24, Arapahoe County, Colorado",Arapahoe,2024,15,32.4,95% C.I.: 32 - 32.9,Lowest Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1104,8005005627,"Census Tract 56.27, Arapahoe County, Colorado",Arapahoe,3558,15,32.4,95% C.I.: 32 - 32.9,Lowest Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1105,8005005614,"Census Tract 56.14, Arapahoe County, Colorado",Arapahoe,2604,15,34.5,95% C.I.: 34 - 35,Second Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1106,8005006707,"Census Tract 67.07, Arapahoe County, Colorado",Arapahoe,3888,15,36.3,95% C.I.: 35.9 - 36.8,Fourth Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1107,8005006708,"Census Tract 67.08, Arapahoe County, Colorado",Arapahoe,3912,15,34.4,95% C.I.: 33.9 - 34.8,Second Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1108,8005006604,"Census Tract 66.04, Arapahoe County, Colorado",Arapahoe,3636,15,34.9,95% C.I.: 34.4 - 35.5,Second Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1109,8005006603,"Census Tract 66.03, Arapahoe County, Colorado",Arapahoe,2733,15,33.9,95% C.I.: 33.4 - 34.4,Second Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1110,8005006705,"Census Tract 67.05, Arapahoe County, Colorado",Arapahoe,1401,15,33.7,95% C.I.: 33.3 - 34.1,Lowest Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1111,8005006601,"Census Tract 66.01, Arapahoe County, Colorado",Arapahoe,4604,15,37.1,95% C.I.: 36.5 - 37.7,Fourth Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1112,8005005621,"Census Tract 56.21, Arapahoe County, Colorado",Arapahoe,2424,15,31.7,95% C.I.: 31.2 - 32.1,Lowest Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1113,8005005625,"Census Tract 56.25, Arapahoe County, Colorado",Arapahoe,2488,15,34.6,95% C.I.: 34.1 - 35.1,Second Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1114,8005006704,"Census Tract 67.04, Arapahoe County, Colorado",Arapahoe,3128,15,31.6,95% C.I.: 31.2 - 32,Lowest Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1115,8005005620,"Census Tract 56.20, Arapahoe County, Colorado",Arapahoe,2580,15,33.1,95% C.I.: 32.6 - 33.7,Lowest Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1116,8005006709,"Census Tract 67.09, Arapahoe County, Colorado",Arapahoe,4114,15,33.4,95% C.I.: 32.9 - 33.8,Lowest Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1117,8005005619,"Census Tract 56.19, Arapahoe County, Colorado",Arapahoe,3789,15,34.8,95% C.I.: 34.3 - 35.4,Second Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1118,8005005633,"Census Tract 56.33, Arapahoe County, Colorado",Arapahoe,2489,15,33.2,95% C.I.: 32.8 - 33.6,Lowest Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1119,8005081700,"Census Tract 817, Arapahoe County, Colorado",Arapahoe,2220,15,35.7,95% C.I.: 35.2 - 36.2,Middle Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1120,8005015100,"Census Tract 151, Arapahoe County, Colorado",Arapahoe,2179,15,32.6,95% C.I.: 32.2 - 33.1,Lowest Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1121,8005083900,"Census Tract 839, Arapahoe County, Colorado",Arapahoe,2387,15,35,95% C.I.: 34.5 - 35.6,Second Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1122,8005082900,"Census Tract 829, Arapahoe County, Colorado",Arapahoe,3528,15,35.9,95% C.I.: 35.2 - 36.5,Middle Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1123,8005087300,"Census Tract 873, Arapahoe County, Colorado",Arapahoe,5983,15,37,95% C.I.: 36.4 - 37.7,Fourth Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1124,8005086900,"Census Tract 869, Arapahoe County, Colorado",Arapahoe,2379,15,38.2,95% C.I.: 37.5 - 38.8,Highest Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1125,8005087100,"Census Tract 871, Arapahoe County, Colorado",Arapahoe,2094,15,33.2,95% C.I.: 32.5 - 33.8,Lowest Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1126,8005007301,"Census Tract 73.01, Arapahoe County, Colorado",Arapahoe,1823,15,37.7,95% C.I.: 36.9 - 38.5,Highest Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1127,8005006100,"Census Tract 61, Arapahoe County, Colorado",Arapahoe,2572,15,37.5,95% C.I.: 36.9 - 38,Highest Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1128,8005006300,"Census Tract 63, Arapahoe County, Colorado",Arapahoe,2229,15,36.5,95% C.I.: 36 - 37,Fourth Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1129,8005006706,"Census Tract 67.06, Arapahoe County, Colorado",Arapahoe,3742,15,32.7,95% C.I.: 32.2 - 33.2,Lowest Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1130,8005006200,"Census Tract 62, Arapahoe County, Colorado",Arapahoe,2688,15,37.1,95% C.I.: 36.6 - 37.6,Fourth Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1131,8005005952,"Census Tract 59.52, Arapahoe County, Colorado",Arapahoe,2957,15,36.8,95% C.I.: 36.3 - 37.3,Fourth Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1132,8005005951,"Census Tract 59.51, Arapahoe County, Colorado",Arapahoe,3686,15,34.1,95% C.I.: 33.7 - 34.6,Second Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1133,8005005800,"Census Tract 58, Arapahoe County, Colorado",Arapahoe,2143,15,36,95% C.I.: 35.6 - 36.5,Middle Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1134,8005005612,"Census Tract 56.12, Arapahoe County, Colorado",Arapahoe,3009,15,35.2,95% C.I.: 34.7 - 35.7,Middle Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1135,8005006400,"Census Tract 64, Arapahoe County, Colorado",Arapahoe,2760,15,37.1,95% C.I.: 36.6 - 37.6,Fourth Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1136,8005006000,"Census Tract 60, Arapahoe County, Colorado",Arapahoe,2231,15,35.7,95% C.I.: 35.2 - 36.2,Middle Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1137,8041000301,"Census Tract 3.01, El Paso County, Colorado",El Paso,2638,4,35.6,95% C.I.: 35 - 36.3,Middle Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1138,8041000203,"Census Tract 2.03, El Paso County, Colorado",El Paso,3572,4,36.9,95% C.I.: 36.4 - 37.4,Fourth Quintile,County/Regional Estimate 35.5% (95% C.I.: 33.7 - 37.3),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1139,8005080500,"Census Tract 805, Arapahoe County, Colorado",Arapahoe,3106,15,32.8,95% C.I.: 32.3 - 33.4,Lowest Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1140,8005083000,"Census Tract 830, Arapahoe County, Colorado",Arapahoe,2725,15,34.9,95% C.I.: 34.2 - 35.5,Second Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Second Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1141,8005083200,"Census Tract 832, Arapahoe County, Colorado",Arapahoe,6042,15,37.2,95% C.I.: 36.6 - 37.7,Fourth Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1142,8005085900,"Census Tract 859, Arapahoe County, Colorado",Arapahoe,3191,15,36.7,95% C.I.: 36.1 - 37.3,Fourth Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1143,8005006855,"Census Tract 68.55, Arapahoe County, Colorado",Arapahoe,4040,15,37.3,95% C.I.: 36.8 - 37.8,Highest Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1144,8005086400,"Census Tract 864, Arapahoe County, Colorado",Arapahoe,1588,15,33,95% C.I.: 32.5 - 33.4,Lowest Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Lowest Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
1145,8005086700,"Census Tract 867, Arapahoe County, Colorado",Arapahoe,2946,15,36.7,95% C.I.: 36.2 - 37.2,Fourth Quintile,County/Regional Estimate 35.9% (95% C.I.: 33.9 - 37.9),Middle Quintile,State Estimate 37.4% (95% C.I.: 36.8 - 38.0)
